,Customer,Gender,Income,Location Code,Marital Status
1866,SF32458,M,12608,Urban,Married
1867,OM85313,M,63499,Urban,Married
1868,MH81246,M,36247,Urban,Married
1869,OH99089,F,30228,Rural,Married
1872,XE39286,F,99364,Suburban,Married
1873,JA93297,M,23665,Suburban,Married
1875,IC32996,M,69247,Urban,Married
1876,LO67195,F,56047,Rural,Married
1877,PG93638,M,28919,Urban,Married
1880,CH73843,M,69900,Rural,Married
1881,XT93203,M,55687,Suburban,Divorced
1882,OR85652,F,78294,Rural,Married
1883,YD87931,M,46896,Rural,Married
1887,HP46467,F,21385,Suburban,Divorced
1888,KP54476,M,87128,Suburban,Single
1889,AI47152,F,35434,Urban,Married
1890,BU15334,F,29462,Suburban,Single
1891,GD59796,F,53243,Suburban,Single
1892,OX59701,M,21006,Suburban,Married
1894,JC38573,M,36088,Suburban,Single
1895,RC11491,F,28948,Rural,Married
1896,RZ24101,F,24417,Suburban,Divorced
1897,OB88698,M,67099,Rural,Married
1898,IK92617,F,97830,Urban,Married
1900,BJ65040,F,93558,Suburban,Married
1901,WY57101,F,37384,Suburban,Married
1902,OG77759,M,28227,Suburban,Married
1903,HN38084,M,51008,Suburban,Married
1904,GD11927,M,78185,Suburban,Single
1907,KH48996,F,97205,Rural,Divorced
1909,LS90887,F,26225,Urban,Married
1910,EN72010,M,20545,Suburban,Single
1912,GJ47896,F,35503,Urban,Married
1913,GD87742,F,58988,Suburban,Married
1917,EZ48947,M,67197,Rural,Single
1918,OJ50322,M,39032,Suburban,Married
1920,QB58745,M,34927,Urban,Married
1921,IG62421,M,30817,Rural,Divorced
1922,SF29724,F,31535,Rural,Single
1923,WM95454,F,23376,Suburban,Divorced
1924,CB96381,F,46244,Urban,Divorced
1925,MJ60422,M,34886,Suburban,Married
1927,JX76668,F,62935,Rural,Married
1928,ZE76673,M,24164,Suburban,Divorced
1931,ZM28138,F,40153,Suburban,Single
1933,KC32511,F,97131,Suburban,Married
1934,NE10467,F,23712,Suburban,Married
1936,RL74454,F,33171,Urban,Married
1939,EV53200,M,60228,Urban,Divorced
1940,AJ89107,M,27072,Suburban,Married
1941,WS25565,M,26057,Suburban,Divorced
1942,ZY33234,F,66331,Suburban,Single
1943,QW17286,F,66030,Urban,Married
1944,TO34442,M,59768,Suburban,Married
1945,DG90902,F,45106,Suburban,Married
1946,SW96063,F,78435,Urban,Divorced
1948,KR50062,M,79507,Suburban,Married
1949,CU19735,M,44986,Suburban,Married
1950,ST52914,M,25899,Suburban,Divorced
1951,WQ68301,M,13610,Suburban,Married
1953,UR36912,M,77362,Suburban,Married
1954,SK46419,M,96443,Suburban,Single
1956,ER65086,M,90778,Rural,Married
1958,VL80291,F,78494,Rural,Divorced
1959,WL45773,F,83497,Urban,Married
1960,TT36693,M,58842,Suburban,Married
1961,PT12544,M,63935,Urban,Married
1965,OM63414,F,62258,Rural,Single
1967,FP93662,F,58516,Suburban,Married
1968,PF40592,F,23285,Rural,Married
1969,EW82164,F,56901,Suburban,Married
1971,CA96230,M,99443,Rural,Married
1973,KM79894,M,88246,Suburban,Married
1975,DZ45471,M,64801,Urban,Married
1976,DE18949,F,57029,Rural,Married
1977,BN74268,F,28045,Suburban,Married
1978,QJ93301,M,44661,Urban,Married
1979,OO92815,F,21246,Suburban,Married
1980,HV50891,M,31278,Suburban,Married
1981,RK59543,F,74454,Suburban,Single
1982,IH54239,M,62474,Rural,Married
1984,RC95515,M,20647,Urban,Divorced
1985,TI61458,F,33806,Urban,Divorced
1988,KC19420,F,19589,Suburban,Married
1989,TP12241,F,22338,Urban,Married
1990,BD89564,M,66839,Suburban,Single
1991,SG20925,F,99428,Rural,Married
1992,CJ97736,F,31364,Suburban,Married
1993,SK79760,M,15340,Suburban,Divorced
1994,YB70005,M,36225,Rural,Married
1997,FL18392,F,77601,Urban,Married
1998,AL21967,M,74243,Rural,Married
1999,KC67431,F,46707,Rural,Married
2001,QO89177,M,50234,Suburban,Divorced
2002,AV72430,M,75526,Suburban,Married
2004,WI29961,M,28343,Suburban,Married
2005,ZR11692,M,74948,Urban,Married
2006,No36572,M,22728,Suburban,Married
2008,MN62189,F,17331,Suburban,Divorced
2009,MQ32284,F,35133,Suburban,Married
2010,NS38229,F,63147,Rural,Married
2011,IB41597,F,67575,Urban,Married
2013,EL70257,F,48315,Suburban,Divorced
2014,NB27041,F,34337,Suburban,Married
2015,BM28359,M,33818,Urban,Single
2016,VB77950,F,22439,Suburban,Married
2017,PE47967,F,79055,Rural,Divorced
2018,QR47308,F,45191,Urban,Married
2019,YU49449,M,41990,Suburban,Married
2020,KN25124,F,50979,Urban,Married
2021,HI51182,F,59888,Suburban,Married
2022,MS18916,M,20978,Suburban,Married
2023,IE40701,M,32807,Suburban,Married
2024,UT48216,M,58414,Suburban,Single
2025,VN92740,F,50071,Rural,Single
2026,IZ55070,F,67796,Suburban,Married
2027,PQ19113,F,90750,Urban,Married
2029,DY30071,M,69387,Rural,Married
2030,ZN24083,M,29084,Suburban,Divorced
2031,JU74347,M,60214,Urban,Married
2032,YJ35850,M,96018,Urban,Married
2033,JP41935,M,20128,Suburban,Married
2034,GP67816,F,60233,Urban,Married
2035,PW51793,M,52920,Suburban,Divorced
2036,UF59346,M,90310,Rural,Married
2037,FG29932,M,58414,Suburban,Single
2038,ER19995,F,99790,Urban,Single
2039,BY54111,M,21159,Suburban,Married
2040,RI85578,F,79699,Suburban,Married
2041,PT15464,F,68236,Rural,Married
2042,BP92643,F,59207,Suburban,Single
2043,NG85002,M,21499,Suburban,Married
2044,GQ46925,M,77563,Urban,Married
2045,RF14806,F,33415,Suburban,Divorced
2046,KJ23009,F,20179,Suburban,Married
2047,IB81655,M,50147,Suburban,Single
2048,GK92563,F,22492,Rural,Divorced
2050,QS96715,F,93715,Rural,Married
2051,SW55711,M,23540,Suburban,Married
2052,LZ19268,F,25370,Suburban,Married
2053,FU74983,F,68771,Urban,Divorced
2055,AP52126,F,68562,Rural,Married
2056,EX61844,M,36733,Urban,Married
2057,QC30857,F,45768,Urban,Married
2059,HV85198,M,63513,Urban,Married
2060,BS91566,F,58161,Rural,Married
2061,IL40123,F,83640,Suburban,Married
2066,ZL73902,F,25820,Suburban,Divorced
2068,FN77294,M,30366,Suburban,Single
2069,VI78454,M,51789,Suburban,Divorced
2071,XN62489,M,18608,Suburban,Divorced
2072,GP66031,F,83758,Rural,Married
2073,IX68587,F,22886,Suburban,Divorced
2074,HX17929,F,11828,Suburban,Divorced
2075,IC59236,F,44762,Rural,Married
2077,HP87787,M,82664,Rural,Married
2080,QZ77637,F,84978,Rural,Married
2081,FP11777,M,24164,Suburban,Divorced
2083,AX86150,M,62777,Rural,Single
2084,MW57614,F,19864,Suburban,Divorced
2085,TJ30081,M,44428,Suburban,Single
2086,FW44940,F,21139,Suburban,Divorced
2088,WZ61178,F,11896,Suburban,Married
2090,YC67208,M,27972,Suburban,Married
2092,IP52990,F,38399,Urban,Married
2093,VF73104,F,20868,Rural,Married
2094,OC80343,M,49682,Rural,Single
2095,EL89222,F,79090,Urban,Married
2096,QB14114,F,81850,Urban,Single
2097,HM41195,M,22906,Suburban,Married
2099,HE15857,M,37138,Suburban,Single
2101,JC33752,F,21024,Suburban,Single
2103,AJ69778,F,77135,Rural,Divorced
2106,TG69238,F,72845,Urban,Married
2107,UI63465,F,51622,Suburban,Divorced
2109,HA20933,F,15616,Suburban,Married
2111,JV68002,M,23091,Suburban,Married
2113,PU92298,F,22699,Suburban,Married
2114,AA16582,M,14072,Suburban,Divorced
2115,AZ87715,F,81713,Urban,Divorced
2116,GI89160,F,56516,Suburban,Married
2118,EW86465,M,26747,Suburban,Married
2119,UW70224,F,63422,Suburban,Married
2120,LU12532,F,22081,Suburban,Married
2122,BH43379,F,29698,Urban,Divorced
2123,GV59387,F,24518,Urban,Married
2124,LQ76410,M,62873,Urban,Divorced
2125,MF19231,M,28377,Suburban,Married
2126,XS47087,M,21102,Suburban,Married
2129,SE76116,M,81410,Rural,Divorced
2130,GJ63103,F,27869,Suburban,Married
2131,PL78574,M,57449,Suburban,Single
2132,NV69875,M,40901,Rural,Married
2133,MC38650,M,88701,Rural,Married
2134,No73819,F,29365,Suburban,Married
2137,WQ54314,F,56455,Suburban,Married
2138,NM57315,M,35095,Suburban,Divorced
2140,EN77569,F,94903,Suburban,Married
2141,YP47665,M,80192,Rural,Married
2143,EQ59908,M,60244,Urban,Married
2144,YU72540,F,52735,Rural,Married
2145,BZ50261,F,78275,Rural,Married
2146,QE92747,F,77282,Suburban,Married
2147,KG83280,F,21604,Suburban,Divorced
2148,IL42365,F,51962,Suburban,Married
2150,FV14881,F,56362,Suburban,Married
2151,RR54950,M,85753,Suburban,Married
2152,FC70869,F,36167,Suburban,Married
2153,PB60303,F,68568,Suburban,Married
2154,HO50571,F,35482,Suburban,Married
2155,BH86846,M,92079,Rural,Married
2158,FZ73016,F,34558,Urban,Married
2159,HJ19927,M,14775,Rural,Married
2160,RJ99408,M,35637,Suburban,Married
2161,EL81968,M,66726,Urban,Married
2164,PB60406,F,79719,Suburban,Single
2165,IY37465,M,25632,Suburban,Married
2166,LF55270,F,61108,Rural,Divorced
2168,IS63925,F,21073,Suburban,Divorced
2169,CQ21583,M,17932,Suburban,Married
2170,PR21713,M,81082,Urban,Married
2171,XE10977,F,71684,Urban,Married
2172,JG87029,M,57338,Suburban,Single
2174,WE19034,M,24409,Suburban,Married
2175,DF62718,F,83488,Suburban,Married
2177,WC65050,F,62537,Suburban,Divorced
2178,ST27958,M,10621,Suburban,Single
2179,XZ81226,F,43478,Suburban,Married
2180,TU53781,F,46503,Suburban,Divorced
2181,GC93551,F,27179,Suburban,Divorced
2182,MO33279,F,62229,Suburban,Divorced
2184,PW90662,M,67060,Urban,Single
2185,WS53288,F,13663,Suburban,Single
2188,HR87252,F,97745,Suburban,Divorced
2189,SB27146,F,26026,Rural,Single
2190,KI58952,F,72794,Rural,Single
2191,RM21896,F,47730,Rural,Divorced
2195,PO27978,F,97785,Urban,Single
2197,TI19722,M,30817,Rural,Divorced
2198,DO83038,F,64502,Rural,Married
2199,AG62087,M,30335,Urban,Married
2200,BA56812,M,21020,Rural,Divorced
2201,QF74147,F,84574,Rural,Divorced
2204,YF87007,F,11828,Suburban,Divorced
2205,ZL18631,F,54889,Suburban,Married
2206,BZ71120,F,89918,Urban,Married
2207,UP60200,M,87002,Rural,Married
2208,XZ64172,M,55687,Suburban,Divorced
2209,CA47176,M,17103,Suburban,Married
2211,XT10744,M,28441,Suburban,Married
2212,HT48275,M,91212,Urban,Married
2213,HB48073,F,66325,Urban,Married
2214,MD43085,F,67895,Urban,Married
2215,NJ11986,F,29550,Rural,Single
2216,HH55884,M,10275,Suburban,Single
2217,JP69867,M,61725,Suburban,Divorced
2218,FT86104,M,28215,Suburban,Single
2219,GV39658,F,10563,Rural,Divorced
2221,VD51297,M,99722,Suburban,Single
2222,EP29567,M,16224,Suburban,Married
2223,PE59368,F,72096,Urban,Married
2224,DQ50538,M,63800,Suburban,Married
2225,WP58340,M,55687,Suburban,Divorced
2228,WB96917,M,29598,Rural,Single
2229,MN95006,M,22907,Rural,Married
2230,NP60037,M,22697,Suburban,Divorced
2231,NQ71171,M,70174,Rural,Married
2232,SM58898,F,85378,Suburban,Married
2233,FN98595,F,31477,Rural,Married
2234,TW94555,M,66429,Rural,Married
2238,JL41129,M,74217,Urban,Married
2239,OQ41280,M,46298,Rural,Divorced
2241,EE99484,F,43860,Rural,Single
2243,DK49336,M,48029,Suburban,Married
2244,HB43486,F,86830,Urban,Single
2246,BN83547,F,40706,Rural,Married
2247,MC55901,F,69231,Urban,Married
2250,TH67541,F,16171,Urban,Married
2251,WC21901,M,51397,Suburban,Single
2252,CL38124,F,83879,Urban,Married
2253,XH89851,F,63267,Suburban,Single
2254,KA58700,M,44712,Suburban,Single
2255,ZB40259,M,59311,Rural,Divorced
2256,JV63229,M,81957,Suburban,Divorced
2257,SI31035,M,59601,Suburban,Married
2258,JW30054,M,71034,Suburban,Married
2259,AP56340,M,13103,Suburban,Married
2260,FN44127,M,20978,Suburban,Married
2261,QE79527,F,46503,Suburban,Divorced
2262,UP36767,M,61064,Urban,Married
2263,PG43749,F,17572,Suburban,Married
2264,LL96228,M,99823,Rural,Married
2265,OV40993,F,17453,Suburban,Married
2266,MA80983,M,55663,Rural,Married
2267,SA54664,M,73196,Rural,Married
2268,TW12556,F,58577,Urban,Married
2269,TC88451,F,88055,Urban,Married
2271,SI20178,M,80892,Suburban,Married
2272,KC50464,F,34990,Rural,Single
2273,HG64216,M,37124,Suburban,Married
2274,XM91056,F,22236,Suburban,Single
2275,KN13494,F,97131,Suburban,Married
2276,OC47565,F,67760,Suburban,Married
2279,LY46898,M,37473,Suburban,Married
2280,MK73855,F,32314,Suburban,Married
2281,HU82227,M,49214,Urban,Married
2282,FF75737,F,49851,Suburban,Divorced
2283,KJ50265,M,27951,Suburban,Married
2285,SO47345,F,56410,Urban,Married
2286,JN51592,F,22497,Suburban,Married
2287,FH36069,F,61347,Suburban,Married
2288,ZW32080,F,37803,Suburban,Divorced
2289,ZH98656,F,91276,Suburban,Married
2290,GZ31904,M,30816,Urban,Married
2291,PN47493,F,41968,Urban,Married
2292,CX18273,M,35754,Urban,Married
2293,IG80173,F,36706,Suburban,Married
2294,JG76775,M,48258,Suburban,Married
2295,JR82641,M,52965,Rural,Married
2298,DV27428,M,62634,Rural,Single
2299,AN57220,F,96917,Rural,Married
2300,VD62056,F,76157,Suburban,Married
2301,AH92481,F,53219,Suburban,Married
2302,LX97765,F,81412,Urban,Divorced
2303,JP82211,F,59744,Urban,Married
2304,SI88726,F,38898,Suburban,Divorced
2306,GL69461,F,99961,Suburban,Married
2307,RA63927,M,30886,Rural,Married
2308,UE76013,F,35984,Rural,Married
2312,SN23932,M,60244,Urban,Married
2314,LS51818,F,37553,Suburban,Single
2316,No50634,M,60475,Suburban,Married
2319,OW85480,M,25545,Suburban,Married
2320,SW93780,M,24182,Suburban,Divorced
2321,ZW51071,F,80979,Rural,Divorced
2324,PE66545,M,29250,Suburban,Married
2325,GG70928,F,33566,Urban,Married
2326,GI36262,F,65247,Suburban,Married
2327,MH85165,M,39650,Suburban,Married
2329,CV90092,M,82680,Suburban,Married
2334,EY74093,M,86834,Rural,Single
2335,YG11074,F,46143,Rural,Divorced
2336,HW65139,M,21275,Suburban,Divorced
2337,BT49333,M,47746,Rural,Married
2338,KN78424,M,51675,Suburban,Married
2339,TH68648,M,85522,Urban,Married
2342,PB21909,M,55632,Urban,Single
2345,YK43172,M,69152,Rural,Single
2346,YZ36062,M,13476,Suburban,Single
2348,RC72799,F,33252,Suburban,Married
2350,EQ62488,F,59456,Suburban,Married
2351,OA92714,F,88989,Urban,Married
2353,PQ46798,F,17034,Suburban,Single
2354,IA56290,F,88435,Rural,Married
2355,XU35186,F,71445,Suburban,Single
2356,DR84620,M,72149,Rural,Married
2357,QG27547,F,23376,Suburban,Divorced
2358,NM95102,M,44788,Suburban,Married
2359,KZ26788,F,69379,Suburban,Single
2360,GW25077,F,38521,Urban,Married
2361,ZU91897,M,34482,Rural,Married
2363,TY84623,M,37256,Rural,Married
2364,IP69763,F,77311,Rural,Married
2365,NF90665,M,39268,Urban,Married
2366,KG53186,M,59644,Suburban,Married
2368,ZX93551,F,23376,Suburban,Divorced
2369,TR18337,F,50854,Rural,Divorced
2370,XV22744,F,35158,Rural,Married
2371,KK27683,F,15413,Suburban,Married
2372,HX11651,M,17860,Suburban,Single
2373,FD73388,F,16181,Suburban,Divorced
2374,KF70569,M,91182,Urban,Married
2375,CC94413,F,41154,Suburban,Married
2376,QO59138,M,18746,Suburban,Married
2377,JW58698,F,70277,Rural,Married
2379,GU82475,M,24919,Suburban,Married
2382,KK15032,F,46370,Suburban,Married
2383,KA95160,F,89918,Urban,Divorced
2384,KD52867,F,37138,Suburban,Single
2385,WY53775,M,19683,Suburban,Married
2386,HS94778,F,32214,Urban,Married
2387,EJ96266,F,26472,Suburban,Married
2388,RK53289,F,39841,Suburban,Single
2389,TX39594,F,51085,Suburban,Married
2390,JM93892,M,61006,Rural,Married
2391,PY51000,M,34148,Urban,Married
2392,HX74855,M,95697,Rural,Married
2393,VE64781,F,75685,Suburban,Married
2394,KY57676,M,20870,Suburban,Divorced
2395,JL42497,F,66900,Suburban,Married
2397,WO39817,M,37043,Rural,Divorced
2398,HW20940,M,42837,Urban,Married
2399,KE60943,M,33305,Suburban,Married
2401,KI17749,F,24823,Urban,Married
2402,DS50601,M,98192,Suburban,Married
2403,PU78245,F,88249,Rural,Single
2404,MP96373,M,54585,Suburban,Married
2405,QK62680,F,39770,Suburban,Married
2406,HN63935,M,85367,Rural,Married
2407,ON30714,M,74809,Urban,Married
2408,FM61329,M,50144,Suburban,Married
2409,NK91656,M,20075,Suburban,Divorced
2410,MS94619,F,76448,Suburban,Married
2411,MO38507,M,59556,Suburban,Married
2412,PQ36549,M,14174,Suburban,Married
2413,WG91434,M,35230,Rural,Married
2417,FX12602,M,51352,Rural,Divorced
2418,BL55947,M,76675,Rural,Married
2421,QY81331,F,94242,Rural,Married
2423,CP30637,F,71153,Rural,Married
2424,RW50070,M,63326,Suburban,Married
2425,LO42325,F,29629,Urban,Married
2427,JP35025,F,23726,Suburban,Divorced
2428,WZ13788,F,48999,Suburban,Married
2429,IS21172,F,13037,Suburban,Married
2430,CL10476,M,24245,Suburban,Married
2431,WO83615,M,44047,Suburban,Married
2432,ZJ77881,F,91942,Suburban,Married
2433,GT37101,F,37640,Urban,Divorced
2434,WE13528,F,77058,Rural,Divorced
2436,WM19967,F,63755,Urban,Married
2437,EW13798,F,37384,Suburban,Married
2438,RO18530,M,42557,Rural,Single
2439,AY18433,F,45473,Rural,Married
2440,CS29328,M,10743,Suburban,Married
2444,GR49281,M,75644,Suburban,Divorced
2445,ZW19492,M,63455,Urban,Divorced
2446,UW88168,M,73782,Rural,Married
2447,XX53620,F,80590,Rural,Married
2448,IM90123,F,59797,Suburban,Married
2449,BE33446,F,48567,Suburban,Single
2450,YW11227,M,62470,Urban,Married
2451,UF32671,F,57338,Suburban,Single
2452,ZW10467,F,63288,Urban,Married
2453,KK95092,M,55281,Suburban,Married
2454,HZ43637,F,22985,Suburban,Married
2455,FY82691,F,39608,Rural,Married
2456,SO40738,F,99189,Rural,Single
2459,AU75025,M,58089,Suburban,Married
2460,XF15789,F,81350,Rural,Married
2462,FX48006,M,43704,Suburban,Married
2463,HS69837,M,75497,Rural,Divorced
2464,GL49408,M,40372,Rural,Married
2465,PK51938,F,17489,Suburban,Divorced
2466,JE62426,F,86277,Urban,Divorced
2469,CS26667,M,49078,Suburban,Single
2470,UF73578,M,81082,Urban,Married
2472,OP75571,F,40635,Suburban,Divorced
2473,SI60881,F,26351,Suburban,Divorced
2475,WU15684,F,42836,Urban,Married
2476,KR17533,M,40175,Rural,Divorced
2477,IM98086,M,62873,Urban,Divorced
2479,YT25875,F,50985,Urban,Divorced
2481,UE52886,M,42803,Urban,Divorced
2483,SQ60915,M,35970,Suburban,Divorced
2484,GU42084,M,44537,Urban,Married
2485,ZH93283,M,13528,Suburban,Single
2486,WF51811,F,14030,Suburban,Married
2488,NQ67659,F,33190,Suburban,Divorced
2490,WB68229,F,21033,Suburban,Married
2491,UF84144,M,26285,Suburban,Married
2493,GK48045,F,73245,Urban,Married
2496,XL66550,M,74365,Suburban,Divorced
2497,AL27471,M,30821,Urban,Married
2498,NG94479,F,69844,Urban,Married
2500,RT64920,M,55836,Urban,Married
2501,IR58695,M,40352,Suburban,Married
2502,AS93181,F,14985,Suburban,Married
2503,ML23548,F,27458,Suburban,Married
2504,PU71194,F,56343,Suburban,Divorced
2505,QT46430,F,12780,Rural,Married
2506,WP83694,F,68558,Rural,Married
2507,UE19977,F,47747,Rural,Divorced
2508,WC83942,M,16113,Suburban,Married
2510,CE72177,F,39626,Suburban,Married
2511,YI89801,F,49304,Suburban,Single
2512,KB53430,M,27972,Suburban,Married
2513,KB50999,F,27568,Urban,Married
2514,JO17193,M,25905,Suburban,Divorced
2515,BO42776,M,21442,Suburban,Married
2516,OZ19432,F,34516,Rural,Married
2518,MI65698,F,28354,Urban,Divorced
2520,SE72928,M,37722,Rural,Single
2521,QV47358,F,32021,Suburban,Single
2522,HR50405,F,13393,Rural,Married
2523,MN53151,M,13624,Suburban,Divorced
2524,VD64777,F,27800,Suburban,Single
2525,EG21289,F,58419,Rural,Married
2526,YI85251,M,50407,Urban,Married
2528,PG26401,M,77603,Suburban,Married
2529,NV91476,F,75606,Suburban,Married
2530,SJ16410,M,41458,Rural,Single
2533,ZZ22858,F,70619,Rural,Married
2534,EZ75048,M,41273,Urban,Married
2535,CN31328,F,46946,Suburban,Divorced
2537,LC77957,M,99180,Rural,Married
2538,PT34656,F,55350,Suburban,Married
2539,MI99404,M,28215,Suburban,Single
2540,AI58313,F,75425,Suburban,Divorced
2541,VA60020,F,63583,Rural,Married
2543,IC11062,F,37995,Suburban,Married
2544,OO11531,F,37125,Urban,Married
2545,JV80614,M,53357,Rural,Married
2546,IC70693,F,70140,Suburban,Married
2547,JY45326,M,52380,Suburban,Married
2548,QW17940,M,79292,Rural,Married
2551,IG94072,F,75425,Suburban,Married
2552,WC28543,M,20992,Suburban,Married
2553,DH13219,M,57428,Suburban,Married
2554,ET80689,M,92606,Urban,Married
2555,JD10245,M,86001,Suburban,Divorced
2556,XO96556,M,79751,Suburban,Married
2557,UJ61336,F,68654,Urban,Married
2559,QX57337,F,92629,Rural,Single
2560,CZ35936,F,54094,Urban,Single
2561,IM41800,M,95419,Suburban,Married
2562,GI70742,F,66466,Urban,Married
2563,HQ32112,M,68131,Rural,Married
2564,CC85895,F,56481,Urban,Married
2565,CF40646,M,70082,Suburban,Married
2566,RF39856,M,51437,Rural,Married
2568,SW69117,M,27972,Urban,Married
2569,EI58852,F,24930,Suburban,Married
2570,FN61865,F,26245,Rural,Single
2571,LI11560,F,57883,Suburban,Married
2573,GE46404,F,58828,Suburban,Married
2574,PP26786,M,51906,Suburban,Married
2575,BE55425,M,28095,Suburban,Married
2576,SH75038,F,88723,Suburban,Divorced
2577,LD22387,F,53078,Urban,Married
2578,FF94034,F,88895,Rural,Divorced
2579,YK16362,F,60078,Rural,Married
2581,IV35546,F,45820,Urban,Married
2583,DF71709,M,12439,Suburban,Divorced
2584,UT61518,M,25998,Suburban,Married
2585,PU75847,M,98451,Suburban,Married
2586,XA47378,F,23803,Suburban,Married
2588,HV62406,F,26100,Suburban,Single
2591,ND87457,M,65252,Suburban,Divorced
2592,TY59231,F,48567,Suburban,Single
2593,DA54619,F,34337,Suburban,Married
2594,OL27257,F,20394,Urban,Married
2597,HB24005,M,31617,Urban,Single
2599,JC80093,M,21104,Rural,Divorced
2600,KN24990,M,37748,Suburban,Married
2602,BN80677,M,25023,Suburban,Single
2604,ZN59196,F,14108,Suburban,Married
2605,PF77449,F,23923,Suburban,Married
2607,YU86361,F,22705,Suburban,Divorced
2610,DP33625,M,50825,Urban,Married
2611,BJ18904,M,14616,Suburban,Married
2613,ZD44648,M,29504,Suburban,Single
2614,QW60568,M,58789,Rural,Married
2615,XS78545,F,29491,Suburban,Married
2616,EU19773,F,78077,Urban,Married
2618,JS58659,M,76558,Urban,Married
2619,XK84089,M,78618,Urban,Divorced
2620,LH91968,M,82664,Rural,Married
2621,NX63627,M,23053,Suburban,Married
2622,ND62955,M,50250,Suburban,Married
2623,YQ11786,M,32169,Urban,Married
2625,IA91291,F,99069,Rural,Married
2626,RO89785,M,20978,Suburban,Married
2627,QW40898,F,17576,Suburban,Married
2628,ZD40816,M,42297,Urban,Married
2632,TB31268,F,48990,Suburban,Married
2633,SX98462,M,16916,Suburban,Married
2634,OL82456,M,18375,Suburban,Married
2635,DN14211,M,17150,Suburban,Married
2636,ZG12619,F,23815,Suburban,Married
2637,VH31071,F,21947,Suburban,Married
2639,ME83611,F,89451,Rural,Single
2640,PH85036,F,79325,Urban,Married
2641,PE54870,M,88454,Urban,Divorced
2643,XN48526,F,20943,Urban,Married
2644,KW52227,M,51972,Suburban,Married
2645,JC98569,F,54408,Urban,Married
2646,BG48083,F,23751,Suburban,Single
2647,PD19551,F,37612,Suburban,Divorced
2648,BJ13380,F,91603,Suburban,Single
2650,WF50693,M,16450,Suburban,Married
2651,MA45099,M,50864,Rural,Married
2652,ZC69696,F,74560,Suburban,Divorced
2653,VO43359,M,62488,Urban,Married
2654,OM63954,F,55837,Suburban,Single
2656,TM79451,F,97742,Rural,Single
2658,QX67584,F,64125,Urban,Married
2660,BH35482,M,70412,Rural,Married
2662,SF46129,M,66267,Suburban,Married
2664,ZF82387,M,40882,Urban,Divorced
2665,MD40054,M,34498,Suburban,Single
2667,MC11907,F,23228,Suburban,Married
2668,DA57177,F,40864,Rural,Married
2669,SU77646,M,46133,Rural,Divorced
2670,YZ19736,M,46900,Suburban,Married
2672,BJ22117,M,53390,Urban,Married
2673,UQ60825,F,99185,Urban,Married
2674,ZZ89380,F,62815,Rural,Married
2675,LU87443,F,26277,Suburban,Single
2676,DG33206,F,41854,Urban,Married
2678,MS34991,M,66627,Suburban,Married
2679,EE53627,M,12131,Urban,Single
2682,FF84784,M,33317,Suburban,Married
2683,QT90140,F,68931,Urban,Married
2685,HV69023,F,19189,Suburban,Married
2686,RE32481,F,49390,Urban,Married
2687,CA79988,M,33124,Rural,Single
2688,DO48071,F,40516,Rural,Married
2690,JC37277,M,34615,Suburban,Married
2691,YU80673,F,29894,Rural,Married
2694,BQ51616,F,86732,Rural,Married
2695,XX89213,F,68516,Rural,Married
2696,JC96695,M,31562,Suburban,Married
2698,WH36609,F,24477,Suburban,Married
2700,DS32060,M,20046,Suburban,Married
2701,LK51056,M,78152,Suburban,Married
2703,NS19456,F,36067,Suburban,Married
2704,MR60878,F,44362,Rural,Married
2705,MB32944,M,77350,Suburban,Divorced
2706,FE70473,F,86641,Rural,Married
2707,XB64251,M,72258,Rural,Married
2708,WI38796,M,70737,Suburban,Married
2712,VJ71087,M,17672,Suburban,Divorced
2714,UV43859,F,47297,Suburban,Married
2715,JP28293,F,57240,Rural,Married
2716,UV48189,M,28181,Suburban,Married
2717,ZA34848,F,31275,Suburban,Divorced
2719,GU82757,F,63774,Rural,Divorced
2720,KW12214,M,78441,Suburban,Married
2724,AZ77669,M,91423,Urban,Married
2725,FM25704,M,86933,Urban,Married
2726,UR34922,M,65255,Urban,Divorced
2727,RA17555,M,41533,Urban,Married
2728,AW71157,M,50097,Rural,Divorced
2729,IN91592,F,73858,Suburban,Married
2730,WX37953,F,94943,Suburban,Married
2731,NL85206,F,72685,Rural,Married
2732,PR23514,M,60184,Rural,Divorced
2734,MX80067,M,74045,Suburban,Single
2735,HR10835,M,52564,Rural,Married
2736,FR15942,M,19098,Suburban,Married
2737,GX22886,M,78784,Urban,Married
2739,YT84266,M,29256,Suburban,Married
2740,GH48715,F,77912,Rural,Single
2741,BN46866,M,45345,Rural,Married
2742,CG94611,M,25630,Suburban,Single
2743,GK94889,M,22280,Rural,Married
2745,UQ13133,M,61567,Rural,Married
2746,DI65961,M,34644,Suburban,Married
2747,WQ85760,M,26991,Suburban,Divorced
2748,No35621,M,49746,Suburban,Single
2750,TV53243,F,49625,Urban,Married
2751,WV53081,F,49308,Rural,Married
2752,LL57541,F,63624,Rural,Married
2753,RP27249,F,80358,Urban,Married
2754,OT85112,M,38460,Rural,Divorced
2758,TH70115,M,34835,Urban,Married
2759,WE64781,F,93836,Urban,Married
2760,KN27565,M,34075,Rural,Single
2761,LE85123,M,35624,Urban,Single
2762,QF76244,F,83218,Urban,Married
2763,PU73561,F,24641,Suburban,Married
2764,HM38744,M,22828,Suburban,Married
2766,EZ77297,M,28729,Urban,Single
